C:\Users\Anil Jogi\Desktop\Data\IMG\center_2021_08_07_16_47_45_216.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\left_2021_08_07_16_47_45_216.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\right_2021_08_07_16_47_45_216.jpg, 0, 0, 0, 7.945592E-05
C:\Users\Anil Jogi\Desktop\Data\IMG\center_2021_08_07_16_47_45_320.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\left_2021_08_07_16_47_45_320.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\right_2021_08_07_16_47_45_320.jpg, 0, 0, 0, 7.873674E-05
C:\Users\Anil Jogi\Desktop\Data\IMG\center_2021_08_07_16_47_45_421.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\left_2021_08_07_16_47_45_421.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\right_2021_08_07_16_47_45_421.jpg, 0, 0, 0, 7.839086E-05
C:\Users\Anil Jogi\Desktop\Data\IMG\center_2021_08_07_16_47_45_526.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\left_2021_08_07_16_47_45_526.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\right_2021_08_07_16_47_45_526.jpg, 0, 0, 0, 7.915943E-05
C:\Users\Anil Jogi\Desktop\Data\IMG\center_2021_08_07_16_47_45_626.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\left_2021_08_07_16_47_45_626.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\right_2021_08_07_16_47_45_626.jpg, 0, 0, 0, 8.155321E-05
C:\Users\Anil Jogi\Desktop\Data\IMG\center_2021_08_07_16_47_45_729.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\left_2021_08_07_16_47_45_729.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\right_2021_08_07_16_47_45_729.jpg, 0, 0, 0, 7.967214E-05
C:\Users\Anil Jogi\Desktop\Data\IMG\center_2021_08_07_16_47_45_833.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\left_2021_08_07_16_47_45_833.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\right_2021_08_07_16_47_45_833.jpg, 0, 0, 0, 7.861108E-05
C:\Users\Anil Jogi\Desktop\Data\IMG\center_2021_08_07_16_47_45_937.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\left_2021_08_07_16_47_45_937.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\right_2021_08_07_16_47_45_937.jpg, 0, 0, 0, 7.820946E-05
C:\Users\Anil Jogi\Desktop\Data\IMG\center_2021_08_07_16_47_46_040.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\left_2021_08_07_16_47_46_040.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\right_2021_08_07_16_47_46_040.jpg, 0, 0, 0, 8.054804E-05
C:\Users\Anil Jogi\Desktop\Data\IMG\center_2021_08_07_16_47_46_141.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\left_2021_08_07_16_47_46_141.jpg, C:\Users\Anil Jogi\Desktop\Data\IMG\right_2021_08_07_16_47_46_141.jpg, 0, 0, 0, 7.79867E-05
